name;artist;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;duration_ms;time_signature;id;html
Se Eu Quiser Falar Com Deus;Gilberto Gil;0.658;0.259;011;-13.141;0;0.0705;0.694;5.87e-05;0.975;0.306;110.376;;0256213;04;1n7JnwviZ7zf0LR1tcGFq7;https://open.spotify.com/track/1n7JnwviZ7zf0LR1tcGFq7
Saudade De Bahia;Antônio Carlos Jobim;0.742;0.399;02;-12.646;01;0.0346;0.217;1.88e-06;0.107;0.693;125.039;;0191867;04;5QGM1U0eCYrQuwSJwTm5Zq;https://open.spotify.com/track/5QGM1U0eCYrQuwSJwTm5Zq
"""Canta Canta Minha Gente""";Martinho Da Vila;0.851;0.73;02;-11.048;01;0.347;0.453;6.34e-05;0.124;0.905;93.698;;0152267;04;0NLIFSZxPzQhCwnkn5PJYs;https://open.spotify.com/track/0NLIFSZxPzQhCwnkn5PJYs
Mulher Eu Sei;Chico César;0.705;0.0502;04;-18.115;01;0.0471;0.879;4.05e-05;0.386;0.524;106.802;;0186227;04;3mXqOdlLE1k67WsAxryPFs;https://open.spotify.com/track/3mXqOdlLE1k67WsAxryPFs
Rosa Morena;Kurt Elling;0.651;0.119;06;-19.807;01;0.038;0.916;0.000343;0.104;0.402;120.941;;027368;04;7bSzjzjTkWT2CkIPPdp0eA;https://open.spotify.com/track/7bSzjzjTkWT2CkIPPdp0eA
Desafinado;Stan Getz;0.466;0.146;03;-17.5;01;0.0649;0.931;0.154;0.107;0.423;142.885;;0249387;04;5pstSsK0G4q86gdyy1Spqh;https://open.spotify.com/track/5pstSsK0G4q86gdyy1Spqh
Madalena;Maria Gasolina;0.675;0.207;011;-13.82;0;0.0545;0.963;0.414;0.112;0.684;93.531;;0145187;04;33u3dO0JWjerYpFN61J3ug;https://open.spotify.com/track/33u3dO0JWjerYpFN61J3ug
O Meu Amor É Glòria;Sílvia Pérez Cruz;0.504;0.733;07;-10.72;01;0.389;0.696;5.61e-05;0.673;0.886;96.565;;030976;04;0ylJQpV3K4XnhWhLDMFmH7;https://open.spotify.com/track/0ylJQpV3K4XnhWhLDMFmH7
Brigas Nunca Mais;Paula Morelenbaum;0.694;0.546;01;-11.452;01;0.04;0.398;0.076;0.153;0.641;170.032;;0204027;04;1wL2dk42Cxu4zCJs4SvFsZ;https://open.spotify.com/track/1wL2dk42Cxu4zCJs4SvFsZ
Previsao;Bossacucanova;0.674;0.864;01;-7.971;01;0.0382;0.641;0.358;0.139;0.536;99.995;;0181133;04;5iKuMCDh634YGrg2HrhtHp;https://open.spotify.com/track/5iKuMCDh634YGrg2HrhtHp
The Girl From Ipanema;Stan Getz;0.641;0.14;08;-16.79;01;0.039;0.867;0.00166;0.105;0.388;129.318;;0317987;04;4xGFcQEIjtmbPD6Jsxq14M;https://open.spotify.com/track/4xGFcQEIjtmbPD6Jsxq14M
Blue Bossa - Remastered;Joe Henderson;0.48;0.433;05;-9.909;0;0.0532;0.608;0.694;0.108;0.897;82.315;;0271147;04;26g2HsIOznFYeJWR9zhRXZ;https://open.spotify.com/track/26g2HsIOznFYeJWR9zhRXZ
Aqua De Coco;Marcos Valle;0.755;0.732;01;-9.6;0;0.0658;0.487;0.00091;0.454;0.816;88.028;;028756;04;1OzHkIzGMj4S3rWwF8TBjc;https://open.spotify.com/track/1OzHkIzGMj4S3rWwF8TBjc
Samba de Verão;Marcos Valle;0.697;0.405;0;-14.587;01;0.0317;0.813;0.000157;0.328;0.845;114.833;;0150813;04;3gDzuF3Dy0K4RQszBFAYCv;https://open.spotify.com/track/3gDzuF3Dy0K4RQszBFAYCv
Mas Que Nada;Rio Combo;0.618;0.539;05;-12.689;0;0.0312;0.156;0.00214;0.187;0.916;88.646;;017888;04;51P5Djwsur61UY4oitktOQ;https://open.spotify.com/track/51P5Djwsur61UY4oitktOQ
Nova Bossa Nova;Marcos Valle;0.598;0.739;08;-10.602;01;0.0452;0.523;0.725;0.146;0.881;95.018;;02464;04;2RPHy1PlxehscIM1K1wQMy;https://open.spotify.com/track/2RPHy1PlxehscIM1K1wQMy
Não Sei;Sílvia Pérez Cruz;0.382;0.0866;01;-14.067;0;0.0396;0.978;0.00197;0.234;0.157;111.042;;0282947;03;52mwxbVQOtYXntgvyXyBc4;https://open.spotify.com/track/52mwxbVQOtYXntgvyXyBc4
A Força Que Nunca Seca (feat. Maria Bethânia);Chico César;0.563;0.112;02;-11.336;01;0.0415;0.89;0.0;0.333;0.312;108.372;;0218933;04;60FNhq77JIoQsUKwf0wf5m;https://open.spotify.com/track/60FNhq77JIoQsUKwf0wf5m
Aquarela Do Brasil;Carlos Barbosa-Lima;0.423;0.252;04;-19.264;0;0.0467;0.963;0.901;0.105;0.438;81.025;;020716;04;3ftxaxht5yQW99vNcibmUC;https://open.spotify.com/track/3ftxaxht5yQW99vNcibmUC
Brigas Nunca Mais;Brazilian Jazz;0.529;0.276;0;-14.859;01;0.0457;0.972;0.885;0.133;0.28;96.134;;01468;04;5gvBgfXusUpxjOWHyYJXVg;https://open.spotify.com/track/5gvBgfXusUpxjOWHyYJXVg
Águas De Março;Antônio Carlos Jobim;0.639;0.552;03;-9.285;01;0.127;0.832;0.0;0.122;0.474;143.241;;021252;04;4P9HLmNcE6dUUvsPUvl3gs;https://open.spotify.com/track/4P9HLmNcE6dUUvsPUvl3gs
Aquarela Do Brasil;Voyager;0.449;0.145;09;-19.732;01;0.0484;0.937;0.919;0.0769;0.304;91.33;;02274;03;3pjbCjL1IlqOfuQ8YOkX6o;https://open.spotify.com/track/3pjbCjL1IlqOfuQ8YOkX6o
Chega De Saudade;João Gilberto;0.426;0.245;04;-15.983;0;0.0337;0.735;0.0;0.189;0.686;175.898;;0121496;04;65GsUbgQju5Mh0Ab7CRUWB;https://open.spotify.com/track/65GsUbgQju5Mh0Ab7CRUWB
Don't Stop the Carnival;Sonny Rollins;0.481;0.525;0;-11.228;01;0.059;0.568;0.0;0.675;0.817;104.664;;0365947;04;014sDbzN0MSugmC703Ic4h;https://open.spotify.com/track/014sDbzN0MSugmC703Ic4h
Rebel Rebel;Seu Jorge;0.775;0.206;06;-15.659;0;0.053;0.879;0.000313;0.14;0.553;120.46;;0166853;04;2rIzPAaLY6ocCanj5H7edQ;https://open.spotify.com/track/2rIzPAaLY6ocCanj5H7edQ
Rosa Morena - Live At Carnegie Hall/1964;Stan Getz;0.529;0.134;07;-26.821;01;0.0869;0.906;0.121;0.694;0.474;133.614;;0244627;04;37H0kOistSqxRH8rObQeIe;https://open.spotify.com/track/37H0kOistSqxRH8rObQeIe
Karoliina Kaunis;Maria Gasolina;0.753;0.215;011;-15.671;0;0.293;0.618;0.00464;0.0912;0.382;130.338;;0251427;04;7BlLxHwobm2gHjXev9dNVe;https://open.spotify.com/track/7BlLxHwobm2gHjXev9dNVe
"""Brigas Nunca Mais""";João Gilberto;0.496;0.242;04;-14.544;01;0.0332;0.702;0.0;0.173;0.733;82.67;;012544;04;4WfT503LMc9zLewdsok9un;https://open.spotify.com/track/4WfT503LMc9zLewdsok9un
Aquarela Do Brasil;Gal Costa;0.553;0.55;01;-13.401;01;0.398;0.8;0.000723;0.906;0.679;137.016;;0206413;04;1wo6p8AMWXREZVowQCa4BC;https://open.spotify.com/track/1wo6p8AMWXREZVowQCa4BC
Kaipuusamba;Maria Gasolina;0.542;0.224;06;-16.126;01;0.0595;0.774;0.0887;0.114;0.532;79.7;;021624;04;1htDFdG7K6pW07cuIanjGG;https://open.spotify.com/track/1htDFdG7K6pW07cuIanjGG
Batida Diferente;Cannonball Adderley;0.605;0.485;07;-10.918;01;0.0512;0.876;0.841;0.126;0.694;99.419;;0207724;04;09VxH0oobfXR1bRXZ78VXP;https://open.spotify.com/track/09VxH0oobfXR1bRXZ78VXP
Team Zissou;Seu Jorge;0.619;0.402;07;-11.559;01;0.0354;0.87;0.0702;0.0974;0.792;93.237;;01522;04;7bM4h5zu7FkChGbSeozZVN;https://open.spotify.com/track/7bM4h5zu7FkChGbSeozZVN
Parabens;Marcos Valle;0.737;0.802;07;-8.069;01;0.0424;0.0146;0.346;0.0897;0.476;109.821;;0515787;04;596scNUBRpj2AygfaBVyTj;https://open.spotify.com/track/596scNUBRpj2AygfaBVyTj
O Amor Em Paz;Cannonball Adderley;0.682;0.281;09;-12.537;0;0.0341;0.973;0.884;0.115;0.436;118.107;;0469122;04;4PwzeZs0cTVuzZbCmw85hc;https://open.spotify.com/track/4PwzeZs0cTVuzZbCmw85hc
Once Again;Stan Getz;0.623;0.331;08;-14.346;01;0.0372;0.846;0.0781;0.078;0.583;90.439;;0402507;04;22QBm5IGpx49Ggg7b0DMhL;https://open.spotify.com/track/22QBm5IGpx49Ggg7b0DMhL
Mariana;Bïa;0.831;0.43;011;-8.214;0;0.103;0.504;0.0;0.233;0.816;140.031;;019224;04;4Lx7fiZRVb7j4U1xFZ9fyo;https://open.spotify.com/track/4Lx7fiZRVb7j4U1xFZ9fyo
Mariana;Seu Jorge;0.617;0.526;09;-10.638;0;0.0376;0.538;0.389;0.105;0.931;167.706;;0275853;04;2BkIiZYOniMrWBBlADyVNX;https://open.spotify.com/track/2BkIiZYOniMrWBBlADyVNX
Carnaval Inesquecível Na Cidade Alta;Mundo Livre S/A;0.746;0.557;0;-9.756;01;0.0609;0.0519;0.00188;0.053;0.693;150.165;;0216067;04;4lnLWhIiUKxq4Rh898vkVk;https://open.spotify.com/track/4lnLWhIiUKxq4Rh898vkVk
Garota De Ipanema;Leila Pinheiro;0.73;0.145;09;-18.707;01;0.051;0.875;1.38e-05;0.131;0.56;136.846;;0191227;04;1b0Mc4h1XFArQAnQYBmIQb;https://open.spotify.com/track/1b0Mc4h1XFArQAnQYBmIQb
Corcovado - Remastered;Cannonball Adderley;0.771;0.278;07;-17.141;01;0.0471;0.72;0.661;0.294;0.742;123.542;;0403933;04;5Q2pilVN5fcIfzWGF9aGvV;https://open.spotify.com/track/5Q2pilVN5fcIfzWGF9aGvV
O Pato (The Duck) - Live At Carnegie Hall/1964;João Gilberto;0.621;0.18;02;-23.524;01;0.0619;0.875;0.827;0.698;0.884;169.916;;013688;04;1SEK1Yd01136xaLxAe0G70;https://open.spotify.com/track/1SEK1Yd01136xaLxAe0G70
August Day Song;Bebel Gilberto;0.718;0.294;04;-13.342;0;0.0385;0.602;0.0072;0.125;0.237;103.021;;0277227;04;7fnFmtEpfKLnJRkayFeeZ5;https://open.spotify.com/track/7fnFmtEpfKLnJRkayFeeZ5
Os Grilos;Marcos Valle;0.573;0.805;09;-11.327;0;0.0746;0.373;0.489;0.0834;0.694;100.029;;0349373;04;5ZItv6TcaDqcf8Jp2se0po;https://open.spotify.com/track/5ZItv6TcaDqcf8Jp2se0po
Saudade Fez Um Samba;João Gilberto;0.706;0.303;02;-14.678;01;0.0534;0.817;0.0;0.0874;0.884;87.806;;0107258;04;0OIXsw1P2SZvF6T2qsFFzS;https://open.spotify.com/track/0OIXsw1P2SZvF6T2qsFFzS
OBI;Toots Thielemans;0.566;0.314;04;-17.921;0;0.0761;0.756;0.000442;0.0845;0.337;82.007;;0265573;04;1FSrV96XeBhJZQ4qIaOR79;https://open.spotify.com/track/1FSrV96XeBhJZQ4qIaOR79
Mas Que Nada;Jorge Ben Jor;0.504;0.566;02;-7.506;0;0.0284;0.563;1.75e-05;0.0902;0.573;89.423;;018084;04;418er4nP9ZkcjB8oNzTEgb;https://open.spotify.com/track/418er4nP9ZkcjB8oNzTEgb
Laia Ladia;Brazilian Jazz;0.387;0.469;09;-13.485;0;0.0419;0.226;0.0424;0.074;0.509;85.595;;01914;04;5BUYtDh62uirLH4vMnE2dA;https://open.spotify.com/track/5BUYtDh62uirLH4vMnE2dA
Triste;Brazilian Jazz;0.61;0.34;02;-11.653;01;0.034;0.906;0.859;0.0975;0.459;103.825;;01314;04;5v8WqKhW9CBk2WF9PAcSIw;https://open.spotify.com/track/5v8WqKhW9CBk2WF9PAcSIw
Só Danço Samba;Stan Getz;0.611;0.279;08;-12.032;01;0.0554;0.838;0.438;0.131;0.677;81.546;;0214733;04;4Wzym5Rbnn8Ny8rFqEObm1;https://open.spotify.com/track/4Wzym5Rbnn8Ny8rFqEObm1
Samba Triste;Stan Getz;0.637;0.19;09;-22.466;0;0.0676;0.841;0.263;0.12;0.687;143.111;;0283627;04;0KY71RFPZJPqR04jOQFUw2;https://open.spotify.com/track/0KY71RFPZJPqR04jOQFUw2
País Tropical;Wilson Simonal;0.708;0.599;05;-9.516;01;0.0336;0.693;0.0;0.296;0.917;129.048;;0209213;04;5bcc5zWUX4zjCnAvyyuHu4;https://open.spotify.com/track/5bcc5zWUX4zjCnAvyyuHu4
Coracao Vagabundo;Toots Thielemans;0.584;0.0506;08;-20.168;01;0.0647;0.901;0.163;0.0693;0.126;97.627;;0269227;05;219DjV3d1L9rHlhNgQ5QQB;https://open.spotify.com/track/219DjV3d1L9rHlhNgQ5QQB
Pais Tropical;Sergio Mendes & Brasil '66;0.701;0.585;05;-9.991;01;0.0444;0.484;0.0;0.815;0.845;122.276;;016472;04;78u9OrQFHqmEWemJQrQQIE;https://open.spotify.com/track/78u9OrQFHqmEWemJQrQQIE
Life On Mars?;Seu Jorge;0.66;0.148;01;-16.689;01;0.0497;0.893;0.00175;0.117;0.272;124.058;;0209067;04;6CWSXBQ2QwIqtRVDCGZatZ;https://open.spotify.com/track/6CWSXBQ2QwIqtRVDCGZatZ
Apelo;Brazilian Jazz;0.506;0.252;02;-14.083;0;0.0502;0.919;0.863;0.111;0.2;74.917;;01956;04;4az3kPwzJjdQBb8bYaYhy0;https://open.spotify.com/track/4az3kPwzJjdQBb8bYaYhy0
"""O Que É O Que É""";Cesar Camargo Mariano & Romero Lubambo;0.696;0.322;05;-15.868;01;0.0372;0.978;0.879;0.0737;0.658;105.776;;0368027;04;7a1STMihNJUyRxHGxDAFP8;https://open.spotify.com/track/7a1STMihNJUyRxHGxDAFP8
Maroca;Mundo Livre;0.652;0.725;01;-7.794;0;0.0316;0.0335;0.0284;0.177;0.581;147.876;;0307347;04;4JrQ68jT83CXIyVZTHj4Rx;https://open.spotify.com/track/4JrQ68jT83CXIyVZTHj4Rx
Apelo;Jenny Chi;0.531;0.153;02;-12.022;01;0.0356;0.923;0.000131;0.125;0.164;81.972;;03618;04;55OpI2p7uXEzsDuhNf7Kzn;https://open.spotify.com/track/55OpI2p7uXEzsDuhNf7Kzn
Samba Da Minha Terra - Live At Carnegie Hall/1964;Stan Getz;0.576;0.322;04;-23.134;0;0.178;0.879;0.593;0.694;0.805;83.696;;018828;04;1BTO5gV9xSAB7EOBKSlcFY;https://open.spotify.com/track/1BTO5gV9xSAB7EOBKSlcFY
Corcovado;Stan Getz;0.53;0.0902;09;-18.37;0;0.0469;0.926;0.00782;0.286;0.364;126.648;;025856;04;0bQViEvXvH8iNl8hRRkU5o;https://open.spotify.com/track/0bQViEvXvH8iNl8hRRkU5o
Chega de Saudade;Jenny Chi;0.745;0.368;0;-11.419;01;0.0498;0.83;0.00292;0.151;0.582;98.953;;019096;04;1dtPIHAk2W9tn9WVW6hMzS;https://open.spotify.com/track/1dtPIHAk2W9tn9WVW6hMzS
Coisa Feita;Toots Thielemans;0.579;0.342;07;-17.379;01;0.042;0.879;0.813;0.109;0.774;117.024;;0266373;04;7ArXv6K80rPeN38OtKOU00;https://open.spotify.com/track/7ArXv6K80rPeN38OtKOU00
Felicia and Bianca;Toots Thielemans;0.575;0.274;02;-18.579;0;0.0472;0.686;0.343;0.102;0.628;105.678;;017996;04;0OSEW45vRnj45QdIpV1NY4;https://open.spotify.com/track/0OSEW45vRnj45QdIpV1NY4
Rosa Morena;Dorival Caymmi;0.526;0.489;0;-11.555;0;0.0354;0.206;0.0;0.105;0.717;95.995;;0138693;04;5p62Lc3ALej4hOuClxLGUx;https://open.spotify.com/track/5p62Lc3ALej4hOuClxLGUx
Insensatez;Stan Getz;0.67;0.187;05;-15.997;01;0.037;0.945;0.618;0.104;0.305;127.676;;020356;04;3F6mq6sojBFJxYbfjBwqMT;https://open.spotify.com/track/3F6mq6sojBFJxYbfjBwqMT
Menina Moca;Stan Getz;0.593;0.475;04;-10.763;0;0.0336;0.797;0.000373;0.129;0.789;106.501;;0341867;04;5LtticIcN2PoWNV43w3Xmm;https://open.spotify.com/track/5LtticIcN2PoWNV43w3Xmm
So Nice (Summer Samba);Marcos Valle;0.773;0.492;06;-11.472;01;0.0397;0.549;0.0;0.103;0.822;122.054;;0148853;04;0i4xlmrZ5NVmx6VWSqBeAq;https://open.spotify.com/track/0i4xlmrZ5NVmx6VWSqBeAq
Santa Maria de Feira;Devendra Banhart;0.542;0.377;02;-12.211;01;0.033;0.933;0.319;0.15;0.729;107.113;;0275493;04;7Lh1a33hTfzJW42Hf7OTmn;https://open.spotify.com/track/7Lh1a33hTfzJW42Hf7OTmn
Já Sei Namorar - 2004 Digital Remaster;Tribalistas;0.67;0.822;09;-6.687;0;0.057;0.67;0.00115;0.132;0.833;145.56;;0196987;04;0mr34YS5FIX0b2mi03HuhE;https://open.spotify.com/track/0mr34YS5FIX0b2mi03HuhE
Blue Bossa;Tete Montoliu;0.599;0.518;08;-13.434;01;0.0553;0.823;0.87;0.2;0.962;110.723;;0443787;04;6uHi0xmyuv7NI0nyVeXjXE;https://open.spotify.com/track/6uHi0xmyuv7NI0nyVeXjXE
Aguas De Março;Tempo Rei;0.797;0.411;0;-10.07;0;0.0896;0.79;0.0;0.101;0.606;135.955;;022344;04;40RMFaZwnpzMqqqFewk0jk;https://open.spotify.com/track/40RMFaZwnpzMqqqFewk0jk
Bossa Dorado;Pete Krebs & The Kung Pao Chi;0.78;0.446;0;-13.332;01;0.0499;0.708;0.843;0.118;0.831;133.222;;0252987;04;761Z36M57ALRBS2TsGMg7X;https://open.spotify.com/track/761Z36M57ALRBS2TsGMg7X
Orange Afternoon;Bebe;0.615;0.63;01;-10.809;01;0.0448;0.43;0.244;0.113;0.557;91.122;;02498;04;7DWWkZl6SvvIKzGGzIIKYi;https://open.spotify.com/track/7DWWkZl6SvvIKzGGzIIKYi
Homens;Manu Chao;0.736;0.439;09;-12.062;0;0.0527;0.796;0.000474;0.0941;0.972;149.984;;0198427;04;19SaQ50zJG69AUrr4uBkAS;https://open.spotify.com/track/19SaQ50zJG69AUrr4uBkAS
"""Lisboa Menina E Moça""";Som Ibérico;0.524;0.578;04;-10.644;0;0.0505;0.716;0.703;0.0876;0.567;78.644;;0275017;04;3b0raPrfKei6JVvSpjS2xW;https://open.spotify.com/track/3b0raPrfKei6JVvSpjS2xW
Lisboa menina e moça;Various Artists;0.708;0.333;06;-10.643;0;0.0285;0.862;0.000594;0.0915;0.757;101.86;;0186697;04;1ygyaDfAly6uDoRi6bm3yU;https://open.spotify.com/track/1ygyaDfAly6uDoRi6bm3yU
Para Machuchar Meu Coracao;Stan Getz;0.617;0.131;03;-17.83;01;0.0387;0.961;0.0101;0.0987;0.449;131.953;;0304133;04;6YpFxiVx2bpyyiNbrndLka;https://open.spotify.com/track/6YpFxiVx2bpyyiNbrndLka
Esperando Na Janela - Versão Acústica;Gilberto Gil;0.615;0.157;02;-14.081;01;0.0406;0.93;0.00193;0.114;0.513;148.99;;020256;04;6L2H2poOGMQzxPSAd4ilDB;https://open.spotify.com/track/6L2H2poOGMQzxPSAd4ilDB
Água de beber;Tania Maria;0.771;0.555;07;-12.366;01;0.0493;0.871;0.422;0.0829;0.553;98.094;;0331773;04;2bQ3ARYaM7JlYOpofCtlft;https://open.spotify.com/track/2bQ3ARYaM7JlYOpofCtlft
Mama África;Chico César;0.676;0.469;01;-8.715;0;0.0482;0.648;0.0;0.987;0.885;163.709;;0214827;04;4S18cCp2R0Z0SdbCwNC4ZL;https://open.spotify.com/track/4S18cCp2R0Z0SdbCwNC4ZL
Á Primeira Vista;Chico César;0.542;0.148;011;-12.99;01;0.0394;0.782;0.0;0.704;0.248;89.585;;02168;04;2hjDxNmryN9ziHAIYiRksM;https://open.spotify.com/track/2hjDxNmryN9ziHAIYiRksM
Tambores;Chico César;0.598;0.278;0;-11.505;01;0.0472;0.72;0.000161;0.754;0.567;125.032;;0172907;04;6T0uy8Np5fDNpb8uYA5kXg;https://open.spotify.com/track/6T0uy8Np5fDNpb8uYA5kXg
Guarda-me A Vida Na Mão;Ana Moura;0.482;0.136;06;-15.844;0;0.0318;0.946;0.000762;0.104;0.26;135.574;;0238307;04;7l7d9M7hSNef7DJ9p2718X;https://open.spotify.com/track/7l7d9M7hSNef7DJ9p2718X
A Prosa Impúrpura do Caicó;Chico César;0.505;0.209;02;-14.983;01;0.0387;0.849;0.0094;0.701;0.503;135.836;;0165667;04;794003xwvF9cGLRSY0dlY7;https://open.spotify.com/track/794003xwvF9cGLRSY0dlY7
Paraíba;Chico César;0.569;0.186;01;-14.838;0;0.0365;0.959;0.137;0.738;0.536;84.091;;0235693;04;2Baiob9mbEkOJZxD6Yro3k;https://open.spotify.com/track/2Baiob9mbEkOJZxD6Yro3k
Berekerê - Voice;Geraldo Azevedo;0.434;0.573;04;-11.203;0;0.0666;0.83;0.0;0.0584;0.786;172.189;;03166;04;4tJ1bFWFJ6teL8hTObeXC4;https://open.spotify.com/track/4tJ1bFWFJ6teL8hTObeXC4
Pagode da Saidera;Martinho Da Vila;0.584;0.792;07;-10.644;01;0.103;0.723;1.34e-06;0.204;0.938;103.671;;01816;04;4KQ4wubF8GZLXK21zwyZAb;https://open.spotify.com/track/4KQ4wubF8GZLXK21zwyZAb
Disfarça e Chora;Djavan;0.747;0.185;05;-11.699;01;0.0498;0.905;0.0172;0.103;0.588;151.833;;01862;04;1tX11VR5wSRhBgcrTUoHY7;https://open.spotify.com/track/1tX11VR5wSRhBgcrTUoHY7
Tudo isto é fado;Quatro Ventos;0.405;0.317;02;-10.836;01;0.0299;0.9;4.08e-05;0.12;0.315;139.316;;0243893;04;1iGP5Okq5Zb3O7GYFwRFmt;https://open.spotify.com/track/1iGP5Okq5Zb3O7GYFwRFmt
Quando Te Vi;Luisa Sobral;0.543;0.129;09;-14.344;01;0.0342;0.97;0.0133;0.157;0.353;134.502;;016124;04;7Dp8OX5lXh4VLWQ0saBM7q;https://open.spotify.com/track/7Dp8OX5lXh4VLWQ0saBM7q
Sr. Vinho;Luisa Sobral;0.348;0.337;05;-10.368;01;0.0348;0.816;0.000811;0.103;0.398;192.711;;0181173;03;0mdisJ6qrkdpZwQLCLWZCb;https://open.spotify.com/track/0mdisJ6qrkdpZwQLCLWZCb
Inês;Luisa Sobral;0.462;0.0827;0;-13.262;01;0.0371;0.965;0.000489;0.111;0.224;135.193;;0216147;04;5WXNcxN523Cs28zDKVZW5H;https://open.spotify.com/track/5WXNcxN523Cs28zDKVZW5H
Seja Agora;Deolinda;0.665;0.783;011;-6.046;01;0.083;0.832;0.0;0.0862;0.831;98.179;;0184133;04;5ttlmsVFycrU0rfzNlenAV;https://open.spotify.com/track/5ttlmsVFycrU0rfzNlenAV
Algo Novo;Deolinda;0.83;0.431;0;-9.463;01;0.0378;0.863;2.26e-05;0.118;0.506;131.959;;021292;04;3O1nHNi5bksuZbMzBWVak0;https://open.spotify.com/track/3O1nHNi5bksuZbMzBWVak0
Pois Foi;Deolinda;0.459;0.254;06;-11.39;0;0.0279;0.947;0.00602;0.122;0.494;79.85;;018516;04;2zAh10cRcPXgFsanshnOAS;https://open.spotify.com/track/2zAh10cRcPXgFsanshnOAS
Há-De Passar;Deolinda;0.776;0.347;04;-9.761;01;0.0562;0.961;0.000404;0.0932;0.51;123.28;;0146533;04;5l0DBnIG2TyCfKMU9LCjZr;https://open.spotify.com/track/5l0DBnIG2TyCfKMU9LCjZr
Xico;Luisa Sobral;0.442;0.56;09;-8.231;01;0.139;0.47;1.53e-05;0.347;0.622;179.643;;0192773;04;3gcA0BXLBKnO40ZXDK9VoK;https://open.spotify.com/track/3gcA0BXLBKnO40ZXDK9VoK
O Engraxador;Luisa Sobral;0.725;0.293;09;-10.315;01;0.0421;0.826;0.000479;0.244;0.343;105.045;;0184427;04;66D9dZn03aR2N0pUi82at4;https://open.spotify.com/track/66D9dZn03aR2N0pUi82at4
Clandestino;Chico César;0.635;0.398;02;-12.003;0;0.0694;0.717;4.49e-06;0.671;0.504;172.19;;0167133;04;6pugaRBHKXcCN9Lq0xJjg9;https://open.spotify.com/track/6pugaRBHKXcCN9Lq0xJjg9
Trem das Onze;Demonios Da Garoa;0.566;0.424;02;-9.784;0;0.0413;0.557;7.03e-06;0.144;0.679;91.649;;0169107;04;6E806gbKs6rdLPxBckYrjp;https://open.spotify.com/track/6E806gbKs6rdLPxBckYrjp
Chove Chuva;Jorge Ben Jor;0.714;0.451;01;-8.52;01;0.0385;0.584;0.0;0.0881;0.514;134.969;;018572;04;4Zal3Pf8grfpsquXFYe0vK;https://open.spotify.com/track/4Zal3Pf8grfpsquXFYe0vK
Menina Mulher Da Pele Preta;Jorge Ben Jor;0.591;0.557;01;-10.097;0;0.0584;0.648;0.0486;0.231;0.979;135.65;;0178107;04;43noYsG42MtaESRd7Ks3s7;https://open.spotify.com/track/43noYsG42MtaESRd7Ks3s7
Agua De Beber;Astrud Gilberto;0.645;0.357;04;-15.628;0;0.0356;0.426;0.0;0.0727;0.86;147.846;;0139253;04;4SSADZr3VsQeoqNbjLXw8W;https://open.spotify.com/track/4SSADZr3VsQeoqNbjLXw8W
Agua De Beber;Sophie Milman;0.66;0.759;07;-8.55;01;0.0437;0.243;0.00227;0.0756;0.7;94.477;;02358;04;4ic2XfSYoMch7DrdNf2T3N;https://open.spotify.com/track/4ic2XfSYoMch7DrdNf2T3N
Lá Vem O Brasil Descendo A Ladeira;Moraes Moreira;0.677;0.94;011;-6.606;0;0.0764;0.387;0.0;0.0846;0.824;166.501;;017668;04;184vQULG1zx0OOH25Sa6C5;https://open.spotify.com/track/184vQULG1zx0OOH25Sa6C5
Amiga Da Minha Mulher;Seu Jorge;0.788;0.916;09;-5.152;0;0.121;0.714;0.0;0.0867;0.829;104.015;;024808;04;4t4oqMSwwmpHzQIu1aok1z;https://open.spotify.com/track/4t4oqMSwwmpHzQIu1aok1z
O Leãozinho;Caetano Veloso;0.57;0.16;0;-17.201;01;0.0498;0.896;1.39e-05;0.158;0.56;126.564;;0186307;04;3FgATQbFeqqgLiokntxDwx;https://open.spotify.com/track/3FgATQbFeqqgLiokntxDwx
Já Sei Namorar - 2004 Digital Remaster;Tribalistas;0.67;0.822;09;-6.687;0;0.057;0.67;0.00115;0.132;0.833;145.56;;0196987;04;0mr34YS5FIX0b2mi03HuhE;https://open.spotify.com/track/0mr34YS5FIX0b2mi03HuhE
Coração Vagabundo;Gal Costa;0.577;0.312;0;-13.453;0;0.0448;0.785;0.0976;0.138;0.372;80.698;;0143427;01;1yhuvsoxqYNw7gDgs7c8bW;https://open.spotify.com/track/1yhuvsoxqYNw7gDgs7c8bW
Fotografia;Vanessa Da Mata;0.715;0.309;09;-12.395;0;0.0315;0.733;0.00455;0.172;0.563;98.071;;0146373;04;2x6usZA1U6sWdRrlXbbTN5;https://open.spotify.com/track/2x6usZA1U6sWdRrlXbbTN5
Fotografia;João Gilberto;0.437;0.197;04;-17.95;01;0.0433;0.958;3.84e-05;0.172;0.542;133.717;;0142002;03;2mEesUsY0P5sVhcejztBhk;https://open.spotify.com/track/2mEesUsY0P5sVhcejztBhk
"""Rosa Menina Rosa""";Jorge Ben Jor;0.584;0.641;02;-7.415;0;0.0886;0.376;0.0;0.118;0.732;96.264;;0135773;04;5dyxXwO5tacUf6PazUC2y7;https://open.spotify.com/track/5dyxXwO5tacUf6PazUC2y7
