name;artist;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;duration_ms;time_signature;id;html
Papa Don't Preach;Madonna;0.833;0.934;05;-3.243;0;0.0313;0.343;7.55e-06;0.0521;0.964;121.879;;0268533;04;6A8OnjnpShshNpcqWtZRjr;https://open.spotify.com/track/6A8OnjnpShshNpcqWtZRjr
She Drives Me Crazy;Fine Young Cannibals;0.796;0.693;02;-6.02;01;0.0413;0.164;1.77e-05;0.0408;0.954;108.8;;0218907;04;0Zt9fqRK58Y0onY1VwaKp7;https://open.spotify.com/track/0Zt9fqRK58Y0onY1VwaKp7
New Sensation;INXS;0.682;0.954;09;-4.951;01;0.0625;0.00712;4.04e-05;0.052;0.928;115.475;;022016;04;2xcrseImDFEf8Urommws03;https://open.spotify.com/track/2xcrseImDFEf8Urommws03
Love Changes (Everything);Climie Fisher;0.624;0.868;05;-5.867;01;0.0269;0.305;1.38e-05;0.186;0.806;111.143;;0268187;04;1y748kOQshZECWk5MddfOv;https://open.spotify.com/track/1y748kOQshZECWk5MddfOv
Sledgehammer;Peter Gabriel;0.657;0.685;01;-5.203;01;0.0334;0.0246;0.0;0.037;0.424;96.458;;0313533;04;029NqmIySn1kOY305AAhxT;https://open.spotify.com/track/029NqmIySn1kOY305AAhxT
You Got It;Roy Orbison;0.649;0.618;09;-10.728;01;0.0265;0.596;1.46e-06;0.192;0.667;114.688;;0210267;04;6r20M5DWYdIoCDmDViBxuz;https://open.spotify.com/track/6r20M5DWYdIoCDmDViBxuz
Don't You Want Me;The Human League;0.731;0.738;09;-8.125;0;0.0377;0.184;0.0;0.214;0.958;117.656;;023692;04;3L7RtEcu1Hw3OXrpnthngx;https://open.spotify.com/track/3L7RtEcu1Hw3OXrpnthngx
I Don't Want A Lover;Texas;0.756;0.47;07;-12.615;01;0.0394;0.196;0.000487;0.126;0.43;120.484;;03006;04;000u1dTg7y1XCDXi80hbBX;https://open.spotify.com/track/000u1dTg7y1XCDXi80hbBX
Run To You;Bryan Adams;0.561;0.811;04;-6.157;01;0.0265;0.00515;3.6e-05;0.287;0.635;126.593;;023327;04;2RWFncSWZEhSRRifqiDNVV;https://open.spotify.com/track/2RWFncSWZEhSRRifqiDNVV
Holiday;Madonna;0.813;0.699;07;-8.656;01;0.0458;0.0251;0.0135;0.0527;0.732;117.548;;023156;04;7arHM2KZ0KzIZXFVDRGClI;https://open.spotify.com/track/7arHM2KZ0KzIZXFVDRGClI
Don't Dream It's Over;Crowded House;0.451;0.752;08;-6.993;01;0.0412;0.00939;0.000202;0.0844;0.358;81.917;;0238173;04;56GbZVwxMdf1DENCluYS8A;https://open.spotify.com/track/56GbZVwxMdf1DENCluYS8A
Need You Tonight;INXS;0.795;0.63;01;-7.217;0;0.0841;0.0419;0.575;0.0894;0.785;108.701;;0181107;04;3h04eZTnmFLRMjZajbrp2R;https://open.spotify.com/track/3h04eZTnmFLRMjZajbrp2R
I Want To Break Free;Queen;0.862;0.401;04;-12.088;01;0.0374;0.0512;0.00607;0.18;0.8;109.142;;0201;04;3mvoMBK8QDtnhz8U2L2XK2;https://open.spotify.com/track/3mvoMBK8QDtnhz8U2L2XK2
Fame;Irene Cara;0.7;0.73;0;-8.763;0;0.0311;0.132;0.0;0.133;0.961;130.519;;0316067;04;7yBl8YmvcgwwYlazJcvowE;https://open.spotify.com/track/7yBl8YmvcgwwYlazJcvowE
Up Where We Belong;Joe Cocker;0.573;0.429;02;-8.68;01;0.0294;0.597;8.18e-05;0.0839;0.361;139.097;;023324;04;5NoUgO4Kr93QymQGQlBC7b;https://open.spotify.com/track/5NoUgO4Kr93QymQGQlBC7b
Total Eclipse of the Heart;Bonnie Tyler;0.431;0.723;08;-5.887;01;0.0568;0.145;0.0;0.374;0.19;130.141;;026736;04;7wuJGgpTNzbUyn26IOY6rj;https://open.spotify.com/track/7wuJGgpTNzbUyn26IOY6rj
I Want to Know What Love Is - 1999 Remaster;Foreigner;0.477;0.471;06;-10.036;01;0.0277;0.193;1.76e-06;0.131;0.423;81.204;;0304787;04;1JLn8RhQzHz3qDqsChcmBl;https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl
Here I Go Again - 2018 Remaster;Whitesnake;0.292;0.823;07;-6.763;01;0.0407;0.0117;7.79e-05;0.155;0.244;89.939;;0275395;04;6Nd6ntkzr4t8o1FKPGOSMt;https://open.spotify.com/track/6Nd6ntkzr4t8o1FKPGOSMt
"""When the Going Gets Tough The Tough Get Going""";Billy Ocean;0.755;0.763;04;-6.318;01;0.0473;0.405;0.0;0.318;0.932;122.045;;0248;04;5UU5FbITNm5OunvHQdsKME;https://open.spotify.com/track/5UU5FbITNm5OunvHQdsKME
Gloria;Laura Branigan;0.776;0.743;09;-6.807;01;0.0289;0.107;0.293;0.149;0.84;131.343;;0289853;04;1mskmld5ZKEhRaNvYVPoqZ;https://open.spotify.com/track/1mskmld5ZKEhRaNvYVPoqZ
I'm Gonna Be (500 Miles);The Proclaimers;0.851;0.551;04;-5.177;01;0.0396;0.151;0.0;0.0827;0.807;131.922;;0219467;04;66S14BkJDxgkYxLl5DCqOz;https://open.spotify.com/track/66S14BkJDxgkYxLl5DCqOz
Black Velvet;Alannah Myles;0.754;0.366;08;-10.07;01;0.0312;0.273;9.04e-05;0.106;0.469;91.147;;028744;04;1KU5EHSz04JhGg3rReGJ0N;https://open.spotify.com/track/1KU5EHSz04JhGg3rReGJ0N
I Got You Babe;UB40;0.756;0.61;05;-13.002;01;0.0709;0.0806;7.89e-05;0.114;0.863;173.818;;0189093;04;07itbZUgkAmBi4CEH5NniJ;https://open.spotify.com/track/07itbZUgkAmBi4CEH5NniJ
Jump - 2015 Remaster;Van Halen;0.572;0.835;0;-6.219;01;0.0317;0.171;0.000377;0.0702;0.795;129.981;;02416;04;7N3PAbqfTjSEU1edb2tY8j;https://open.spotify.com/track/7N3PAbqfTjSEU1edb2tY8j
Never Tear Us Apart;INXS;0.664;0.613;0;-7.56;01;0.0273;0.00309;0.000128;0.175;0.193;96.6;;0184587;03;1GjbTNFImFrjFsNdleDe78;https://open.spotify.com/track/1GjbTNFImFrjFsNdleDe78
"""Get Outta My Dreams Get Into My Car""";Billy Ocean;0.666;0.91;04;-6.457;01;0.0399;0.0874;8.41e-06;0.336;0.919;117.14;;0284373;04;2D4D3hiOf5U0W6SvJoCQph;https://open.spotify.com/track/2D4D3hiOf5U0W6SvJoCQph
I Can Dream About You;Dan Hartman;0.747;0.533;09;-12.165;01;0.0554;0.1;0.0;0.0344;0.875;112.987;;02478;04;2TSVJz7sJIUInkzWVJIsCf;https://open.spotify.com/track/2TSVJz7sJIUInkzWVJIsCf
The Whole Of The Moon - 2004 Remastered Version;The Waterboys;0.606;0.794;0;-7.168;01;0.0291;0.119;7.16e-06;0.125;0.584;105.813;;0302827;04;2fMAEEhdpXo4ROX5eZcbOg;https://open.spotify.com/track/2fMAEEhdpXo4ROX5eZcbOg
Just Can't Get Enough;Depeche Mode;0.766;0.772;0;-9.362;01;0.0353;0.403;0.0584;0.183;0.919;128.168;;0220893;04;0qi4b1l0eT3jpzeNHeFXDT;https://open.spotify.com/track/0qi4b1l0eT3jpzeNHeFXDT
I'm So Excited;The Pointer Sisters;0.59;0.868;05;-5.832;0;0.048;0.0962;0.000322;0.442;0.798;184.348;;023064;04;1ot6jEe4w4hYnsOPjd3xKQ;https://open.spotify.com/track/1ot6jEe4w4hYnsOPjd3xKQ
All Right;Christopher Cross;0.711;0.647;06;-5.225;0;0.0353;0.17;0.0;0.234;0.504;132.752;;0253653;04;5tE2kEW1Jom3Qc93UPBT79;https://open.spotify.com/track/5tE2kEW1Jom3Qc93UPBT79
Where The Streets Have No Name - Remastered;U2;0.49;0.724;02;-9.581;01;0.0366;0.00976;0.0046;0.159;0.292;125.812;;0337506;04;4qgZs0RNjdzKAS22lP0QjY;https://open.spotify.com/track/4qgZs0RNjdzKAS22lP0QjY
Let's Dance - Single Version [Remastered];David Bowie;0.643;0.627;08;-10.972;01;0.0405;0.00773;0.00259;0.123;0.725;114.477;;0248587;04;0F1O42piteiHP3dRvKUz6p;https://open.spotify.com/track/0F1O42piteiHP3dRvKUz6p
Higher Love - Single Version;Steve Winwood;0.696;0.89;05;-6.819;01;0.0441;0.055;0.0596;0.5;0.922;98.742;;0252227;04;17Ng10tIgnYmAitl0SgT3R;https://open.spotify.com/track/17Ng10tIgnYmAitl0SgT3R
La Isla Bonita;Madonna;0.724;0.822;01;-4.374;0;0.0333;0.304;1.38e-05;0.0553;0.964;99.9;;0242733;04;6r8k1vznHrzlEKYxL4dZEe;https://open.spotify.com/track/6r8k1vznHrzlEKYxL4dZEe
Love Shack;The B-52's;0.701;0.803;05;-6.786;0;0.0545;0.0544;1.54e-06;0.7;0.903;133.608;;032068;04;4W4wYHtsrgDiivRASVOINL;https://open.spotify.com/track/4W4wYHtsrgDiivRASVOINL
"""De Do Do Do De Da Da Da""";The Police;0.78;0.523;09;-8.884;01;0.051;0.06;0.0629;0.24;0.855;147.86;;0247293;04;0yJvWbn8xQKiDZ84VN5lQG;https://open.spotify.com/track/0yJvWbn8xQKiDZ84VN5lQG
Heaven;Bryan Adams;0.382;0.589;09;-7.315;0;0.0267;0.0465;0.0;0.122;0.335;140.059;;024336;04;7Ewz6bJ97vUqk5HdkvguFQ;https://open.spotify.com/track/7Ewz6bJ97vUqk5HdkvguFQ
Maneater;Daryl Hall & John Oates;0.724;0.498;011;-13.083;0;0.0423;0.0405;8.56e-05;0.0761;0.823;88.825;;0273173;04;7j74lucZ59vqN67Ipe2ZcY;https://open.spotify.com/track/7j74lucZ59vqN67Ipe2ZcY
Alone;Heart;0.418;0.452;01;-13.099;01;0.0356;0.638;0.00026;0.0959;0.168;175.088;;0218733;04;54b8qPFqYqIndfdxiLApea;https://open.spotify.com/track/54b8qPFqYqIndfdxiLApea
9 to 5;Dolly Parton;0.554;0.783;06;-5.852;01;0.0457;0.416;1.54e-06;0.631;0.813;105.39;;0162467;04;4w3tQBXhn5345eUXDGBWZG;https://open.spotify.com/track/4w3tQBXhn5345eUXDGBWZG
Born in the U.S.A.;Bruce Springsteen;0.398;0.952;04;-6.042;01;0.061;0.000373;7.75e-05;0.1;0.584;122.093;;027868;04;0dOg1ySSI7NkpAe89Zo0b9;https://open.spotify.com/track/0dOg1ySSI7NkpAe89Zo0b9
Sacrifice;Elton John;0.756;0.422;011;-12.967;0;0.0292;0.0165;0.00183;0.0368;0.487;112.751;;0304133;04;0e3yhVeNaTfKIWQRw9U9sY;https://open.spotify.com/track/0e3yhVeNaTfKIWQRw9U9sY
There Must Be an Angel (Playing With My Heart);Eurythmics;0.539;0.672;0;-11.36;01;0.0472;0.342;1.05e-05;0.123;0.611;112.399;;028036;04;1YJ4vpxPL6Wgo8gmRnvqSp;https://open.spotify.com/track/1YJ4vpxPL6Wgo8gmRnvqSp
Our House;Madness;0.524;0.803;0;-5.13;01;0.0432;0.0267;3.58e-06;0.224;0.713;121.353;;019084;04;0BTsVL5VMdq5zGNRSTHozJ;https://open.spotify.com/track/0BTsVL5VMdq5zGNRSTHozJ
Eternal Flame;The Bangles;0.526;0.358;04;-7.239;0;0.0243;0.525;0.0;0.0942;0.399;78.989;;0238027;03;5MoDQWMDMaAGDEiWsJfeCi;https://open.spotify.com/track/5MoDQWMDMaAGDEiWsJfeCi
Part-Time Lover;Stevie Wonder;0.662;0.624;01;-13.606;0;0.0417;0.165;0.0;0.0674;0.961;174.513;;025256;04;0Dm43YLUlGdePpSbI1ct8h;https://open.spotify.com/track/0Dm43YLUlGdePpSbI1ct8h
Radio Ga Ga - Remastered 2011;Queen;0.744;0.502;05;-7.719;01;0.0359;0.183;0.000228;0.189;0.66;112.344;;0348227;04;1nQRg9q9uwALGzouOX5OyQ;https://open.spotify.com/track/1nQRg9q9uwALGzouOX5OyQ
Another Day in Paradise - 2016 Remaster;Phil Collins;0.78;0.565;03;-7.32;0;0.0306;0.736;0.00269;0.063;0.365;101.967;;0322133;04;1NCuYqMc8hKMb4cpNTcJbD;https://open.spotify.com/track/1NCuYqMc8hKMb4cpNTcJbD
La Bamba;Los Lobos;0.506;0.764;0;-12.239;01;0.046;0.144;0.00025;0.247;0.868;156.336;;0174187;04;0uMMLry3hzWGn3q3loqMkm;https://open.spotify.com/track/0uMMLry3hzWGn3q3loqMkm
Baby Jane - 2008 Remaster;Rod Stewart;0.641;0.796;02;-8.56;0;0.0407;0.0137;0.000115;0.358;0.727;123.229;;0283493;04;1wrT33b6HuKlpk9ziscEUY;https://open.spotify.com/track/1wrT33b6HuKlpk9ziscEUY
"""That's What Friends Are For (with Elton John Gladys Knight & Stevie Wonder)""";Dionne Warwick;0.683;0.284;0;-15.207;0;0.0314;0.333;0.0;0.0608;0.207;120.233;;025736;04;1cx2NcSnJYdr3kvHWmX7fF;https://open.spotify.com/track/1cx2NcSnJYdr3kvHWmX7fF
Kiss;Prince;0.898;0.271;07;-12.238;01;0.091;0.0135;0.00138;0.0461;0.742;111.485;;022624;04;62LJFaYihsdVrrkgUOJC05;https://open.spotify.com/track/62LJFaYihsdVrrkgUOJC05
Listen To Your Heart;Roxette;0.539;0.583;01;-4.935;0;0.0275;0.108;0.0;0.111;0.337;86.063;;0328093;04;5JvsxPAHsGxwNq4xto2HtM;https://open.spotify.com/track/5JvsxPAHsGxwNq4xto2HtM
Sussudio - 2016 Remaster;Phil Collins;0.714;0.935;05;-5.195;01;0.0849;0.0529;0.0934;0.0515;0.725;121.232;;0263107;04;4qM461TqtpnP4GLRIXwEnW;https://open.spotify.com/track/4qM461TqtpnP4GLRIXwEnW
Beds Are Burning - Remastered;Midnight Oil;0.753;0.427;0;-11.112;01;0.0387;0.00787;0.00065;0.058;0.295;119.18;;025568;04;1CtAzw53AIXKjAemxy4b1j;https://open.spotify.com/track/1CtAzw53AIXKjAemxy4b1j
Ebony & Ivory;Paul McCartney;0.632;0.559;04;-11.564;01;0.0355;0.148;0.0;0.0515;0.757;80.709;;0222467;04;6lUXKiuZ4n7fgLJU8wJtBf;https://open.spotify.com/track/6lUXKiuZ4n7fgLJU8wJtBf
Glory of Love;Peter Cetera;0.52;0.61;05;-7.935;01;0.0282;0.0805;2.95e-06;0.276;0.329;144.983;;0258333;04;1eyq8cjUQ2daFthW2PC2GM;https://open.spotify.com/track/1eyq8cjUQ2daFthW2PC2GM
The Way You Make Me Feel - 2012 Remaster;Michael Jackson;0.877;0.854;01;-4.523;01;0.147;0.0544;5.5e-05;0.144;0.54;114.472;;029812;04;0sKlV58cODrjxGFOyf9IXY;https://open.spotify.com/track/0sKlV58cODrjxGFOyf9IXY
We Didn't Start the Fire;Billy Joel;0.712;0.967;07;-5.206;01;0.047;0.0771;0.0;0.356;0.895;145.024;;0287733;04;3Cx4yrFaX8CeHwBMReOWXI;https://open.spotify.com/track/3Cx4yrFaX8CeHwBMReOWXI
Raspberry Beret;Prince;0.761;0.67;02;-12.759;01;0.0438;0.21;0.000426;0.0685;0.91;120.752;;0215173;04;5jSz894ljfWE0IcHBSM39i;https://open.spotify.com/track/5jSz894ljfWE0IcHBSM39i
(I Just) Died In Your Arms;Cutting Crew;0.625;0.726;011;-11.402;0;0.0444;0.0158;0.000169;0.0625;0.507;124.945;;02804;04;4ByEFOBuLXpCqvO1kw8Wdm;https://open.spotify.com/track/4ByEFOBuLXpCqvO1kw8Wdm
Together In Electric Dreams;The Human League;0.697;0.611;03;-11.746;01;0.0258;0.18;2.04e-06;0.0876;0.808;129.96;;0233493;04;2J9yZBKajggHsCmoSiaVCw;https://open.spotify.com/track/2J9yZBKajggHsCmoSiaVCw
Like a Virgin;Madonna;0.771;0.655;03;-10.842;0;0.0372;0.152;0.00197;0.0685;0.97;119.747;;0218627;04;1ZPlNanZsJSPK5h9YZZFbZ;https://open.spotify.com/track/1ZPlNanZsJSPK5h9YZZFbZ
I Just Called To Say I Love You;Stevie Wonder;0.748;0.551;01;-9.054;01;0.0239;0.243;1.57e-06;0.0943;0.65;113.535;;026224;04;6RNDeRnWsRMjPdNVgupZCs;https://open.spotify.com/track/6RNDeRnWsRMjPdNVgupZCs
Celebration;Kool & The Gang;0.885;0.664;01;-11.795;01;0.0524;0.145;0.0483;0.0767;0.906;121.632;;0298867;04;3K7Q9PHUWPTaknlbFPThn2;https://open.spotify.com/track/3K7Q9PHUWPTaknlbFPThn2
Give It Up;KC & The Sunshine Band;0.862;0.624;03;-11.63;01;0.0565;0.0192;0.000153;0.0465;0.882;124.896;;025424;04;3yDhZq8f17SmumVmEyCaRN;https://open.spotify.com/track/3yDhZq8f17SmumVmEyCaRN
The Lady In Red;Chris de Burgh;0.548;0.294;01;-17.112;01;0.0333;0.332;3.34e-06;0.0392;0.491;76.698;;0256173;04;5tawGZuoaKGinhLIn9U5X4;https://open.spotify.com/track/5tawGZuoaKGinhLIn9U5X4
How Will I Know;Whitney Houston;0.832;0.544;06;-12.697;01;0.0442;0.201;0.000139;0.632;0.928;119.49;;0275533;04;5tdKaKLnC4SgtDZ6RlWeal;https://open.spotify.com/track/5tdKaKLnC4SgtDZ6RlWeal
Gold - 2003 Remaster;Spandau Ballet;0.724;0.802;01;-6.117;0;0.0337;0.25;0.0016;0.342;0.729;143.116;;029072;04;0Z9UkcT1pnrmLciUJPcMMS;https://open.spotify.com/track/0Z9UkcT1pnrmLciUJPcMMS
If You Don't Know Me by Now - 2008 Remaster;Simply Red;0.638;0.352;01;-9.266;01;0.0268;0.492;0.0;0.105;0.204;94.173;;0204;03;7DFawVSjI88xR9mjnWwURg;https://open.spotify.com/track/7DFawVSjI88xR9mjnWwURg
Arthur's Theme (Best That You Can Do);Christopher Cross;0.526;0.515;09;-11.169;01;0.0389;0.169;0.000816;0.181;0.518;136.543;;0234493;04;5fnOrhQ4KgT5irGCjIccGH;https://open.spotify.com/track/5fnOrhQ4KgT5irGCjIccGH
I Want It That Way;Backstreet Boys;0.689;0.702;06;-5.642;0;0.0261;0.216;0.0;0.159;0.484;99.031;;02136;04;6e40mgJiCid5HRAGrbpGA6;https://open.spotify.com/track/6e40mgJiCid5HRAGrbpGA6
Torn;Natalie Imbruglia;0.558;0.928;05;-3.04;01;0.0356;0.0746;5.44e-05;0.696;0.6;96.313;;0244813;04;3APayTEWiUl9Ssep4BOXR2;https://open.spotify.com/track/3APayTEWiUl9Ssep4BOXR2
Wannabe;Spice Girls;0.768;0.864;011;-6.145;01;0.0324;0.101;0.0;0.162;0.891;110.008;;0173027;04;1Je1IMUlBXcx1Fz0WE7oPT;https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
(Everything I Do) I Do It For You;Bryan Adams;0.533;0.36;01;-12.633;01;0.0282;0.0805;1.03e-05;0.0631;0.299;131.229;;039364;04;1Eb90nmqTrxylKFhcUzW8P;https://open.spotify.com/track/1Eb90nmqTrxylKFhcUzW8P
Wonderwall;Oasis;0.409;0.892;02;-4.373;01;0.0336;0.000807;0.0;0.207;0.651;174.426;;0258613;04;2CT3r93YuSHtm57mjxvjhH;https://open.spotify.com/track/2CT3r93YuSHtm57mjxvjhH
"""It Must Have Been Love - From the Film """"Pretty Woman""""""";Roxette;0.52;0.652;05;-6.655;01;0.0274;0.34;5.49e-05;0.256;0.722;80.609;;0258787;04;6kvoHl80mfCVTv7XnZkjQn;https://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn
Kiss Me;Sixpence None The Richer;0.529;0.741;03;-5.661;01;0.0268;0.116;1.23e-06;0.0736;0.455;100.004;;020524;04;4pZ2aqPV39Gw3FuHrWKWnM;https://open.spotify.com/track/4pZ2aqPV39Gw3FuHrWKWnM
Gangsta's Paradise;Coolio;0.647;0.514;08;-10.05;01;0.0593;0.0655;0.0;0.398;0.387;79.974;;0240693;04;7lQWRAjyhTpCWFC0jmclT4;https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
Smells Like Teen Spirit;Nirvana;0.502;0.912;01;-4.556;01;0.0564;2.55e-05;0.000173;0.106;0.72;116.761;;030192;04;1f3yAtsJtY87CTmM8RLnxf;https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
Believe;Cher;0.652;0.917;06;-6.72;01;0.0548;0.0082;0.0;0.0509;0.459;132.975;;0239027;04;2goLsvvODILDzeeiT4dAoR;https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR
Stop;Spice Girls;0.722;0.845;02;-4.446;0;0.0308;0.287;0.0;0.0561;0.965;130.13;;0204754;04;3FteycP8CaXS1MhjcXekVT;https://open.spotify.com/track/3FteycP8CaXS1MhjcXekVT
Man! I Feel Like A Woman!;Shania Twain;0.657;0.639;01;-7.527;01;0.0412;0.581;0.0;0.278;0.674;124.882;;0234493;04;6sxptembJVty4sNtcPMAVz;https://open.spotify.com/track/6sxptembJVty4sNtcPMAVz
MMMBop;Hanson;0.683;0.937;09;-6.335;01;0.0449;0.00481;0.0046;0.07;0.619;104.872;;0268653;04;0lnxrQAd9ZxbhBBe7d8FO8;https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
When You're Gone;Bryan Adams;0.546;0.931;0;-6.344;01;0.0341;0.000299;2.92e-05;0.11;0.643;125.495;;0204893;04;7p9dd71JR2ucoAuO1Sy0VZ;https://open.spotify.com/track/7p9dd71JR2ucoAuO1Sy0VZ
Hold On;Wilson Phillips;0.679;0.657;05;-9.897;01;0.0255;0.4;0.0;0.0497;0.546;97.8;;0266867;04;4VZDv8sASBS8UruUBGTFdk;https://open.spotify.com/track/4VZDv8sASBS8UruUBGTFdk
Back for Good - Radio Mix;Take That;0.601;0.504;05;-9.761;01;0.0284;0.31;0.0;0.137;0.564;78.986;;0242267;04;24fQpRwKFkC3Fe8QtvvrNw;https://open.spotify.com/track/24fQpRwKFkC3Fe8QtvvrNw
Don't Let the Sun Go Down on Me;George Michael;0.432;0.551;0;-8.096;01;0.0289;0.501;1.77e-06;0.472;0.253;136.465;;034696;04;0q90594hk25yo0xZmBTqCd;https://open.spotify.com/track/0q90594hk25yo0xZmBTqCd
Picture Of You;Boyzone;0.768;0.919;0;-6.066;01;0.0416;0.109;1.14e-06;0.366;0.862;116.649;;020604;04;2AlVWg58iy4Cx6KqD0XYu2;https://open.spotify.com/track/2AlVWg58iy4Cx6KqD0XYu2
Ironic - 2015 Remaster;Alanis Morissette;0.408;0.582;011;-8.305;01;0.0508;0.218;0.0;0.159;0.365;114.926;;023;05;1d6KS9GH06JAd19uiBy9IE;https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
Walking in Memphis;Cher;0.696;0.679;02;-7.363;01;0.0305;0.587;0.0;0.165;0.527;128.982;;0235493;04;60Pwcnt2y9ML9VP4gwrcxm;https://open.spotify.com/track/60Pwcnt2y9ML9VP4gwrcxm
"""I'll Be There for You - Theme From """"Friends""""""";The Rembrandts;0.32;0.917;09;-5.903;01;0.0771;0.0717;0.0;0.169;0.715;190.757;;018836;04;15tHagkk8z306XkyOHqiip;https://open.spotify.com/track/15tHagkk8z306XkyOHqiip
That Don't Impress Me Much;Shania Twain;0.743;0.873;01;-4.943;0;0.0507;0.14;0.0;0.142;0.965;125.005;;0238707;05;4I7DV3MIgxJGlObiy9s6nx;https://open.spotify.com/track/4I7DV3MIgxJGlObiy9s6nx
Freedom! '90 - Remastered;George Michael;0.677;0.852;05;-10.856;01;0.045;0.225;3.95e-05;0.0595;0.93;91.691;;0390862;04;3tyTt5pEWblt96j1HsXiV5;https://open.spotify.com/track/3tyTt5pEWblt96j1HsXiV5
To Be With You - 2010 Remastered Version;Mr. Big;0.688;0.375;04;-9.601;01;0.0535;0.286;0.0;0.133;0.45;83.635;;021048;04;3Mmt6Xk0H6VR92PEp6x3hP;https://open.spotify.com/track/3Mmt6Xk0H6VR92PEp6x3hP
When You Say Nothing At All;Ronan Keating;0.461;0.448;07;-10.665;01;0.0246;0.161;1.18e-06;0.0811;0.418;173.86;;0256827;04;0gcjc7Vt5xtcfmJgf6g2IO;https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO
This Kiss;Faith Hill;0.48;0.832;011;-5.663;01;0.0426;0.137;0.0;0.354;0.648;186.875;;0194907;04;0TxXEbxn52XsuAhxb6VFZw;https://open.spotify.com/track/0TxXEbxn52XsuAhxb6VFZw
You're Still The One;Shania Twain;0.585;0.494;03;-8.751;01;0.0353;0.363;0.0;0.0886;0.634;133.822;;02122;04;1wb4P4F0sxAQ2KXrRvsx6n;https://open.spotify.com/track/1wb4P4F0sxAQ2KXrRvsx6n
Walking on Broken Glass;Annie Lennox;0.749;0.562;0;-8.45;01;0.0281;0.215;1.1e-06;0.105;0.807;115.008;;0253296;04;4CcSw8wQAHYf4XNckayPoc;https://open.spotify.com/track/4CcSw8wQAHYf4XNckayPoc
Fading Like A Flower (Every Time You Leave);Roxette;0.609;0.668;0;-5.738;01;0.026;0.195;0.0;0.219;0.319;105.419;;023068;04;6aXY8SXfIcDU1FTNqo5fHz;https://open.spotify.com/track/6aXY8SXfIcDU1FTNqo5fHz
The Shoop Shoop Song (It's In His Kiss);Cher;0.678;0.61;0;-10.509;01;0.0306;0.467;0.0;0.397;0.919;117.04;;017;04;1F93GMRPvmWpVP970SzjpH;https://open.spotify.com/track/1F93GMRPvmWpVP970SzjpH
Everybody (Backstreet's Back) - Radio Edit;Backstreet Boys;0.731;0.853;01;-4.219;0;0.0363;0.0352;0.0;0.268;0.605;108.016;;022536;04;1di1BEgJYzPvXUuinsYJGP;https://open.spotify.com/track/1di1BEgJYzPvXUuinsYJGP
Together Again;Janet Jackson;0.873;0.593;07;-8.942;01;0.103;0.078;0.00697;0.104;0.495;123.091;;03012;04;1GrikfH0jDejDvrxo84n4P;https://open.spotify.com/track/1GrikfH0jDejDvrxo84n4P
Come on over Baby (All I Want Is You) - Radio Version;Christina Aguilera;0.829;0.915;08;-3.205;01;0.106;0.226;1.25e-05;0.246;0.779;118.903;;0203333;04;7A0apkTSTvMbSI7yplcmlh;https://open.spotify.com/track/7A0apkTSTvMbSI7yplcmlh
The Sign;Ace of Base;0.808;0.786;04;-6.897;0;0.0447;0.00928;0.0701;0.0574;0.899;96.987;;019124;04;0hrBpAOgrt8RXigk83LLNE;https://open.spotify.com/track/0hrBpAOgrt8RXigk83LLNE
Angels;Robbie Williams;0.429;0.594;04;-6.251;01;0.0277;0.156;4.95e-06;0.1;0.236;150.22;;0265;04;1M2nd8jNUkkwrc1dgBPTJz;https://open.spotify.com/track/1M2nd8jNUkkwrc1dgBPTJz
Joyride;Roxette;0.631;0.77;02;-5.315;01;0.0267;0.0457;0.0;0.481;0.734;102.348;;0263093;04;7CBy5lwwNECPDjsksQrxxB;https://open.spotify.com/track/7CBy5lwwNECPDjsksQrxxB
Sometimes;Britney Spears;0.745;0.742;01;-5.693;01;0.0259;0.42;0.0;0.102;0.806;95.996;;0245067;04;1UI0l2L66HJ9AtoEOlHzv4;https://open.spotify.com/track/1UI0l2L66HJ9AtoEOlHzv4
Truly Madly Deeply;Savage Garden;0.555;0.698;0;-8.874;01;0.0287;0.403;0.0;0.0851;0.816;168.12;;0277267;04;013AWvizllIUEC2FOBzOnh;https://open.spotify.com/track/013AWvizllIUEC2FOBzOnh
"""Love Is All Around - From """"Four Weddings And A Funeral""""""";Wet Wet Wet;0.428;0.542;01;-12.381;01;0.0304;0.256;0.0;0.169;0.566;169.896;;0237893;04;2DZ0asZUifcas2aTEi3SrZ;https://open.spotify.com/track/2DZ0asZUifcas2aTEi3SrZ
Jessie;Joshua Kadison;0.648;0.464;07;-11.592;01;0.0287;0.426;4.93e-06;0.262;0.512;142.924;;0319027;04;4n8iSiSWRdaSeSpJMbdk9O;https://open.spotify.com/track/4n8iSiSWRdaSeSpJMbdk9O
